,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,9.0
18,9.0
19,9.0
20,9.0
21,9.0
22,9.0
23,9.0
24,9.0
25,9.0
26,9.0
27,9.0
28,9.0
29,9.0
30,9.0
31,9.0
32,9.0
33,9.0
34,9.0
35,9.0
36,12.333333333333334
37,12.333333333333334
38,12.333333333333334
39,12.333333333333334
40,12.333333333333334
41,12.333333333333334
42,12.333333333333334
43,12.333333333333334
44,12.333333333333334
45,12.333333333333334
46,12.333333333333334
47,12.333333333333334
48,12.333333333333334
49,12.333333333333334
50,12.333333333333334
51,12.333333333333334
52,12.333333333333334
53,12.333333333333334
54,12.333333333333334
55,12.333333333333334
56,12.333333333333334
57,12.333333333333334
58,12.333333333333334
59,12.333333333333334
60,12.333333333333334
61,12.333333333333334
62,12.333333333333334
63,12.333333333333334
64,12.333333333333334
65,12.333333333333334
66,12.333333333333334
67,12.333333333333334
68,12.333333333333334
69,12.333333333333334
70,17.75
71,17.75
72,17.75
73,17.75
74,17.75
75,17.75
76,17.75
77,17.75
78,17.75
79,17.75
80,17.75
81,17.75
82,16.6
83,16.6
84,16.6
85,16.6
86,16.6
87,16.6
88,16.6
89,16.6
90,16.6
91,16.6
92,16.6
93,16.6
94,16.6
95,16.6
96,16.6
97,16.333333333333332
98,16.333333333333332
99,16.333333333333332
100,16.333333333333332
101,16.333333333333332
102,16.333333333333332
103,16.333333333333332
104,16.333333333333332
105,16.333333333333332
106,16.333333333333332
107,16.333333333333332
108,16.333333333333332
109,16.333333333333332
110,16.333333333333332
111,16.0
112,16.0
113,16.0
114,16.0
115,16.0
116,16.0
117,16.0
118,16.0
119,16.0
120,16.0
121,16.0
122,15.375
123,15.375
124,15.375
125,15.375
126,15.375
127,15.375
128,15.375
129,15.375
130,15.375
131,15.375
132,15.375
133,15.375
134,15.375
135,15.375
136,15.375
137,15.375
138,15.375
139,15.375
140,15.375
141,15.777777777777779
142,15.777777777777779
143,15.777777777777779
144,15.777777777777779
145,15.777777777777779
146,15.777777777777779
147,15.777777777777779
148,15.777777777777779
149,15.777777777777779
150,15.777777777777779
151,15.777777777777779
152,15.777777777777779
153,15.777777777777779
154,15.777777777777779
155,15.777777777777779
156,15.777777777777779
157,15.777777777777779
158,15.777777777777779
159,15.777777777777779
160,15.777777777777779
161,15.777777777777779
162,15.777777777777779
163,15.777777777777779
164,15.777777777777779
165,15.777777777777779
166,15.777777777777779
167,15.777777777777779
168,15.777777777777779
169,15.777777777777779
170,15.777777777777779
171,15.777777777777779
172,15.777777777777779
173,15.777777777777779
174,15.777777777777779
175,15.777777777777779
176,15.777777777777779
177,15.777777777777779
178,15.777777777777779
179,15.777777777777779
180,15.777777777777779
181,15.777777777777779
182,15.777777777777779
183,15.777777777777779
184,18.5
185,18.5
186,18.5
187,18.5
188,18.5
189,18.5
190,18.5
191,18.5
192,18.5
193,18.5
194,18.5
195,18.5
196,18.5
197,18.5
198,18.5
199,18.5
200,18.5
201,18.5
202,18.5
203,18.5
204,18.636363636363637
205,18.636363636363637
206,18.636363636363637
207,18.636363636363637
208,18.636363636363637
209,18.636363636363637
210,18.636363636363637
211,18.636363636363637
212,18.636363636363637
213,18.636363636363637
214,18.636363636363637
215,18.636363636363637
216,18.636363636363637
217,18.636363636363637
218,18.636363636363637
219,18.636363636363637
220,18.636363636363637
221,18.636363636363637
222,18.636363636363637
223,18.636363636363637
224,18.636363636363637
225,18.636363636363637
226,18.636363636363637
227,18.636363636363637
228,19.083333333333332
229,19.083333333333332
230,19.083333333333332
231,19.083333333333332
232,19.083333333333332
233,19.083333333333332
234,19.083333333333332
235,19.083333333333332
236,19.083333333333332
237,19.083333333333332
238,19.083333333333332
239,19.083333333333332
240,19.083333333333332
241,18.615384615384617
242,18.615384615384617
243,18.615384615384617
244,18.615384615384617
245,18.615384615384617
246,18.615384615384617
247,18.615384615384617
248,18.615384615384617
249,18.615384615384617
250,18.615384615384617
251,18.615384615384617
252,18.615384615384617
253,18.615384615384617
254,18.615384615384617
255,18.615384615384617
256,18.615384615384617
257,18.615384615384617
258,18.615384615384617
259,18.615384615384617
260,18.615384615384617
261,18.615384615384617
262,18.615384615384617
263,18.615384615384617
264,18.615384615384617
265,19.0
266,19.0
267,19.0
268,19.0
269,19.0
270,19.0
271,19.0
272,19.0
273,19.0
274,19.0
275,19.0
276,19.0
277,19.0
278,19.0
279,19.0
280,19.0
281,19.0
282,19.0
283,19.0
284,19.0
285,19.0
286,19.0
287,19.0
288,19.0
289,19.0
290,19.0
291,19.0
292,19.0
293,19.0
294,19.0
295,19.0
296,19.0
297,19.866666666666667
298,19.866666666666667
299,19.866666666666667
300,19.866666666666667
