,0
598,263.9690473198244
599,193.8311996242188
600,28.758998043845537
601,267.30356463788524
602,278.8975805326744
603,257.879569464994
604,240.39979540277992
605,237.31034860235567
606,15.097536472080932
607,-36.02010243757031
608,245.29129404250705
609,261.88934055953405
610,223.64134158261749
611,260.553325888407
612,252.85993807648413
613,262.6166466508403
614,279.64564521335103
615,257.28687414697015
616,221.25305153042865
617,231.6938455917778
618,243.36431208354793
619,253.5165463815439
620,262.7495159435531
621,255.8198184092316
622,262.94329844001993
623,221.2416638424225
624,258.4503154557622
625,262.7155283547405
626,-7.96414745571056
627,238.00418041524117
628,-18.458397700640447
629,261.56735399283895
630,8.741094417608053
631,240.5569464305773
632,270.70769758146866
633,251.23260245324738
634,48.96552683681057
635,267.7046751004957
636,256.9089296424496
637,279.2554354044445
638,237.86791876344526
639,238.36839182887104
640,227.7771253937358
641,265.85062514432707
642,191.53460732806866
643,19.83309769338544
644,228.6113108815902
645,269.39097516061037
646,226.4445484784955
647,274.054878317976
648,248.0316187113014
649,262.2336136113632
650,249.21069605006264
651,245.0954212795107
652,258.3558421383334
653,32.13637556251382
654,258.57499467638314
655,259.01644717413205
656,277.6732628979256
657,296.6329759627023
658,244.5093535756508
659,268.26582872783035
660,-36.9444394382711
661,248.84736157336397
662,0.6040629667784998
663,292.2333911726293
664,287.9450787091336
665,266.1520516113269
666,286.6664141789489
667,254.96368975428064
668,286.1112401815916
669,-9.871675526307328
670,209.52526737500557
671,252.27840319254514
672,279.2647172844561
673,293.0398752590857
674,25.26309990277312
675,260.33042647225733
676,259.01616794447875
677,273.103862948341
678,264.07716615082495
679,-119.45502875276486
680,269.1390178377234
681,269.5824311159419
682,246.14986741947592
683,55.68294670539578
684,263.91275379404385
685,200.30844638004578
686,26.116874660438683
687,271.32829043030074
688,271.00355695211147
689,290.83462300293695
690,274.93253416665067
691,-146.9474883763894
692,-169.28611596828873
693,281.51117305343035
694,-128.17437701201646
695,269.392470491006
696,251.9160479782921
697,230.16543821208666
698,272.40984443263926
699,234.5589059787195
700,-41.55382645225195
701,265.61375430788
702,222.6268137876454
703,-127.44731589556912
704,265.3201844827191
705,22.71938855630134
706,242.28269518953476
707,258.06232236446465
708,277.53792423694836
709,264.30713058069557
710,263.85923932755964
711,250.55382529889383
712,-2.7760348923850273
713,292.9876187768569
714,230.8280856992078
715,289.1351773659179
716,33.625385709182524
717,42.29500082832067
718,205.54142518487328
719,269.3252566004874
720,260.59285442846476
721,217.08106835685527
722,267.8200895850226
723,244.37552672118196
724,269.3348039981774
725,242.10070033639028
726,262.8514297896799
727,260.2514825156968
728,292.0058966185534
729,277.6377726366376
730,221.7971583998867
731,271.1704039952849
732,289.6721087668993
733,235.12020787266584
734,256.0936846679465
735,253.57355036688188
736,266.84427454699824
737,238.29379167986036
738,252.02118432261398
739,245.34560632652156
740,288.4223086465555
741,288.8999620469075
742,256.1955481787788
743,249.09270969949534
744,270.25698088227284
745,260.39979204558455
746,250.53188799726973
747,260.89490154466444
748,273.3282040079497
749,276.609750555882
750,252.9786264422319
751,261.60710951229646
752,21.839871174268595
753,258.2749356011947
754,255.88034666925392
755,267.6627467450943
756,273.15723944687653
